amenity_name,amenity_type,lat,long,district_name
Telok Blangah Crescent Blk 11 (11 Telok Blangah Crescent Market and Food Centre),Hawker,1.277366838,103.8186417,BUKIT MERAH
Eunos Crescent Blk 4A,Hawker,1.320331782,103.9042609,GEYLANG
Telok Blangah Drive Blk 79 (Telok Blangah Food Centre),Hawker,1.273368283,103.8076268,BUKIT MERAH
Zion Riverside Food Centre,Hawker,1.292342168,103.8311893,TANGLIN
Woodleigh Village Hawker Centre,Hawker,1.339796136,103.8720902,TOA PAYOH
Anchorvale Village Hawker Centre,Hawker,1.396914176,103.8884896,SENGKANG
Punggol Digital District Hawker Centre,Hawker,1.414566886,103.9082528,PUNGGOL
Holland Drive Blk 44 (Holland Drive Market and Food Centre),Hawker,1.308117759,103.7927738,QUEENSTOWN
Holland Village Market and Food Centre,Hawker,1.310908028,103.7948629,QUEENSTOWN
Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),Hawker,1.353837391,103.8900811,HOUGANG
Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),Hawker,1.359119422,103.8859776,HOUGANG
Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market),Hawker,1.302418814,103.8839406,KALLANG
Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre),Hawker,1.280004812,103.8260133,BUKIT MERAH
Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre),Hawker,1.286952752,103.808128,BUKIT MERAH
Jalan Kukoh Blk 1 (Kukoh 21 Food Centre),Hawker,1.288230555,103.8399459,OUTRAM
Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),Hawker,1.34531247,103.7315797,JURONG EAST
Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),Hawker,1.343442138,103.7377812,JURONG EAST
Jurong West Hawker Centre,Hawker,1.341259706,103.6974043,JURONG WEST
Jurong West Street 52 Blk 505,Hawker,1.349642243,103.7184475,JURONG WEST
Kallang Estate Fresh Market and Food Centre,Hawker,1.30739616,103.8841302,GEYLANG
Redhill Lane Blk 85 (Redhill Food Centre),Hawker,1.287330767,103.8183389,BUKIT MERAH
Kampung Admiralty Hawker Centre,Hawker,1.439932832,103.8006964,WOODLANDS
Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),Hawker,1.302285138,103.9063385,MARINE PARADE
Marine Terrace Blk 50A (50A Marine Terrace),Hawker,1.305775148,103.915762,MARINE PARADE
Marsiling Lane Blk 20/21,Hawker,1.443881817,103.7772032,WOODLANDS
Maxwell Food Centre (Kim Hua Market),Hawker,1.280112235,103.8448279,DOWNTOWN CORE
Mei Chin Road Blk 159 (Mei Chin Road Market),Hawker,1.293236221,103.8029039,QUEENSTOWN
New Market Road Blk 32 (People's Park Food Centre),Hawker,1.284991022,103.8425788,OUTRAM
New Upper Changi Road Blk 208B,Hawker,1.324738845,103.9305605,BEDOK
New Upper Changi Road Blk 58,Hawker,1.324187828,103.9411324,BEDOK
Newton Food Centre,Hawker,1.311892357,103.8395627,NEWTON
North Bridge Road Market,Hawker,1.305765378,103.863891,KALLANG
Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall),Hawker,1.308251563,103.8858332,GEYLANG
Pasir Panjang Food Centre,Hawker,1.275907525,103.7914027,QUEENSTOWN
Pasir Ris Central Hawker Centre,Hawker,1.37343414,103.951543,PASIR RIS
Queen Street Blk 270 (Albert Centre),Hawker,1.301001465,103.8542116,ROCHOR
Redhill Lane Blk 79 (Redhill Market),Hawker,1.287858103,103.8184026,BUKIT MERAH
Sembawang Hills Food Centre (Jalan Leban Food Centre),Hawker,1.37238494,103.8289942,ANG MO KIO
Serangoon Garden Market,Hawker,1.36315712,103.8667375,SERANGOON
Telok Blangah Drive Blk 82 (Telok Blangah Market),Hawker,1.273913799,103.8079436,BUKIT MERAH
Telok Blangah Rise Blk 36 (Telok Blangah Rise Market),Hawker,1.272715797,103.8221173,BUKIT MERAH
Tiong Bahru Market,Hawker,1.285088258,103.8323488,BUKIT MERAH
Toa Payoh Lorong 1 Blk 127 (Toa Payoh West Market and Food Court),Hawker,1.338092686,103.8447316,TOA PAYOH
Toa Payoh Lorong 4 Blk 74 (Toa Payoh Vista Market),Hawker,1.334548165,103.8519991,TOA PAYOH
Toa Payoh Lorong 4 Blk 93,Hawker,1.338474752,103.8495135,TOA PAYOH
Toa Payoh Lorong 5 Blk 75,Hawker,1.336038822,103.8529416,TOA PAYOH
Toa Payoh Lorong 7 Blk 22 (Kim Keat Palm Market and Food Centre),Hawker,1.335231459,103.857036,TOA PAYOH
Toa Payoh Lorong 8 Blk 210,Hawker,1.340260835,103.8543953,TOA PAYOH
Upper Boon Keng Road Blk 17 (Blk 17 Upper Boon Keng Market and Food Centre),Hawker,1.315028044,103.8716203,KALLANG
Upper Cross Street Blk 531A (Hong Lim Food Centre and Market),Hawker,1.2852464,103.8458189,OUTRAM
West Coast Drive Blk 502 (Ayer Rajah Market),Hawker,1.311889721,103.7591661,CLEMENTI
West Coast Drive Blk 503 (Ayer Rajah Food Centre),Hawker,1.31180301,103.7597513,CLEMENTI
Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),Hawker,1.322943062,103.8551377,NOVENA
Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market),Hawker,1.323421751,103.8540681,NOVENA
Yishun Park Hawker Centre,Hawker,1.425017638,103.8447476,YISHUN
Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),Hawker,1.431447688,103.8285376,YISHUN
PCF Sparkletots Preschool @ Cheng San-Seletar Blk 435 (KN),Kindergarten,1.367703675,103.8542143,ANG MO KIO
PCF Sparkletots Preschool @ Cheng San-Seletar Blk 533 (KN),Kindergarten,1.374169224,103.8530019,ANG MO KIO
PCF Sparkletots Preschool @ Cheng San-Seletar Blk 556 (DS),Kindergarten,1.372032359,103.8576254,ANG MO KIO
PCF Sparkletots Preschool @ Chong Pang Blk 107 (KN),Kindergarten,1.432218075,103.8275202,YISHUN
PCF Sparkletots Preschool @ Chong Pang Blk 122 (KN),Kindergarten,1.434997581,103.8311248,YISHUN
PCF Sparkletots Preschool @ Chua Chu Kang Blk 10 (KN),Kindergarten,1.380470544,103.7552111,CHOA CHU KANG
PCF Sparkletots Preschool @ Clementi Blk 330 (DS),Kindergarten,1.313744697,103.7677818,CLEMENTI
PCF Sparkletots Preschool @ Eunos Blk 616 (KN),Kindergarten,1.331827123,103.9149911,BEDOK
PCF Sparkletots Preschool @ Fengshan Blk 126 (DS),Kindergarten,1.328168293,103.9389179,BEDOK
PCF Sparkletots Preschool @ Fernvale Blk 416A (DS),Kindergarten,1.390611962,103.8799636,SENGKANG
PCF Sparkletots Preschool @ Geylang Serai Blk 11 (KN),Kindergarten,1.321800285,103.9044244,GEYLANG
PCF Sparkletots Preschool @ Henderson-Dawson Blk 124A (KN),Kindergarten,1.284887038,103.8227818,BUKIT MERAH
PCF Sparkletots Preschool @ Hong Kah North Blk 319 (KN),Kindergarten,1.361395073,103.7465167,BUKIT BATOK
PCF Sparkletots Preschool @ Hong Kah North Blk 338 (KN),Kindergarten,1.363534164,103.7506727,BUKIT BATOK
PCF Sparkletots Preschool @ Hong Kah North Blk 446 (DS),Kindergarten,1.350173382,103.7390864,BUKIT BATOK
PCF Sparkletots Preschool @ Hougang Blk 328 (DS),Kindergarten,1.368748244,103.8965345,HOUGANG
PCF Sparkletots Preschool @ Jalan Kayu Blk 518 (DS),Kindergarten,1.371641726,103.8741022,SERANGOON
PCF Sparkletots Preschool @ Jalan Kayu Blk 970 (DS),Kindergarten,1.378799789,103.8803638,HOUGANG
PCF Sparkletots Preschool @ Jalan Kayu Blk 987C (DS),Kindergarten,1.379392244,103.8782839,HOUGANG
PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 999 (DS),Kindergarten,1.384563862,103.8799463,HOUGANG
PCF Sparkletots Preschool @ Joo Chiat Blk 15 (DS),Kindergarten,1.312546112,103.9074306,BEDOK
PCF Sparkletots Preschool @ Jurong Central Blk 490 (KN),Kindergarten,1.349586591,103.7272404,JURONG WEST
PCF Sparkletots Preschool @ Jurong Spring Blk 465 (KN),Kindergarten,1.35012595,103.7232096,JURONG WEST
PCF SPARKLETOTS PRESCHOOL @ JURONG SPRING BLK 528 (DS),Kindergarten,1.348319686,103.7169555,JURONG WEST
PCF Sparkletots Preschool @ Kaki Bukit Blk 519 (KN),Kindergarten,1.330874641,103.9280591,BEDOK
PCF Sparkletots Preschool @ Kaki Bukit Blk 526 (KN),Kindergarten,1.334215516,103.9291298,BEDOK
PCF Sparkletots Preschool @ Kampong Chai Chee Blk 135 (KN),Kindergarten,1.328732009,103.9365067,BEDOK
PCF Sparkletots Preschool @ Kampong Chai Chee Blk 775 (KN),Kindergarten,1.336550009,103.935822,BEDOK
PCF Sparkletots Preschool @ Kampong Glam Blk 462 (DS),Kindergarten,1.304586177,103.8608408,KALLANG
PCF Sparkletots Preschool @ Keat Hong Blk 295 (DS),Kindergarten,1.378166429,103.740968,CHOA CHU KANG
PCF Sparkletots Preschool @ Keat Hong Blk 411 (DS),Kindergarten,1.381059792,103.7412602,CHOA CHU KANG
PCF Sparkletots Preschool @ Kembangan Chai Chee Blk 116 (DS),Kindergarten,1.322785328,103.911863,BEDOK
PCF Sparkletots Preschool @ Kembangan Chai Chee Blk 326 (KN),Kindergarten,1.327177432,103.9038015,GEYLANG
PCF Sparkletots Preschool @ Kembangan Chai Chee Blk 59 (KN),Kindergarten,1.32488916,103.9202467,BEDOK
PCF SPARKLETOTS PRESCHOOL @ KRETA AYER-KIM SENG BLK 79 (DS),Kindergarten,1.291074616,103.8286902,BUKIT MERAH
PCF Sparkletots Preschool @ Kreta Ayer-Kim Seng Blk 8 (DS),Kindergarten,1.312984493,103.8704303,KALLANG
PCF Sparkletots Preschool @ Macpherson Blk 108 (KN),Kindergarten,1.319012755,103.8851688,GEYLANG
PCF Sparkletots Preschool @ Macpherson Blk 31 (KN),Kindergarten,1.329682321,103.885408,GEYLANG
PCF Sparkletots Preschool @ Marine Parade Blk 46 (DS),Kindergarten,1.305104743,103.9126596,MARINE PARADE
PCF Sparkletots Preschool @ Marsiling Blk 32 (KN),Kindergarten,1.443376095,103.7729181,WOODLANDS
PCF Sparkletots Preschool @ Marymount Blk 231 (DS),Kindergarten,1.357291221,103.8458457,BISHAN
PCF Sparkletots Preschool @ Moulmein-Cairnhill Blk 10 (DS),Kindergarten,1.313916584,103.8522098,KALLANG
PCF Sparkletots Preschool @ Mountbatten Blk 51 (KN),Kindergarten,1.308109813,103.8857317,GEYLANG
PCF Sparkletots Preschool @ Nanyang Blk 934 (KN),Kindergarten,1.342237942,103.6887377,JURONG WEST
PCF Sparkletots Preschool @ Nee Soon Central Blk 646 (DS),Kindergarten,1.422112023,103.8374914,YISHUN
PCF Sparkletots Preschool @ Nee Soon Central Blk 671 (DS),Kindergarten,1.419191163,103.8415813,YISHUN
PCF Sparkletots Preschool @ Nee Soon Central Blk 737 (KN),Kindergarten,1.42897509,103.8324446,YISHUN
PCF Sparkletots Preschool @ Nee Soon East Blk 223 (KN),Kindergarten,1.434367266,103.8356027,YISHUN
PCF Sparkletots Preschool @ Nee Soon Link Blk 408 (KN),Kindergarten,1.426253597,103.8484275,YISHUN
PCF Sparkletots Preschool @ Nee Soon South Blk 875 (DS),Kindergarten,1.414763208,103.836287,YISHUN
PCF Sparkletots Preschool @ Pasir Ris Central Blk 426 (DS),Kindergarten,1.369958394,103.9557879,PASIR RIS
PCF Sparkletots Preschool @ Pasir Ris East Blk 216 (KN),Kindergarten,1.369022769,103.9609132,PASIR RIS
PCF Sparkletots Preschool @ Pasir Ris West Blk 517 (KN),Kindergarten,1.374681006,103.9438503,PASIR RIS
PCF Sparkletots Preschool @ Paya Lebar Blk 125 (KN),Kindergarten,1.352409828,103.8864916,HOUGANG
PCF Sparkletots Preschool @ Paya Lebar Blk 23 (KN),Kindergarten,1.364866659,103.890728,HOUGANG
PCF Sparkletots Preschool @ Pioneer Blk 642 (KN),Kindergarten,1.340369892,103.6958398,JURONG WEST
PCF Sparkletots Preschool @ Pioneer Blk 654B (KN),Kindergarten,1.336161148,103.6979399,JURONG WEST
PCF Sparkletots Preschool @ Pioneer Blk 662B (KN),Kindergarten,1.337019488,103.7033883,JURONG WEST
PCF Sparkletots Preschool @ Pioneer Blk 665A (KN),Kindergarten,1.340093191,103.7031243,JURONG WEST
PCF Sparkletots Preschool @ Potong Pasir Blk 14 (KN),Kindergarten,1.336073643,103.8798538,TOA PAYOH
PCF Sparkletots Preschool @ Potong Pasir Blk 143 (DS),Kindergarten,1.332907604,103.8661689,TOA PAYOH
PCF Sparkletots Preschool @ Punggol Coast Blk 303A (DS),Kindergarten,1.403777884,103.9057622,PUNGGOL
PCF Sparkletots Preschool @ Punggol Coast Blk 676B (DS),Kindergarten,1.404891404,103.9102098,PUNGGOL
PCF Sparkletots Preschool @ Punggol Shore Blk 105D (KN),Kindergarten,1.3971753,103.9052296,PUNGGOL
PCF Sparkletots Preschool @ Punggol Shore Blk 174D (KN),Kindergarten,1.397493995,103.9099874,PUNGGOL
PCF Sparkletots Preschool @ Punggol Shore Blk 663A (DS),Kindergarten,1.400243475,103.91708,PUNGGOL
PCF Sparkletots Preschool @ Punggol West Blk 271A (KN),Kindergarten,1.403745392,103.9003189,PUNGGOL
PCF Sparkletots Preschool @ Punggol West Blk 308B (DS),Kindergarten,1.407766772,103.8988787,PUNGGOL
PCF Sparkletots Preschool @ Queenstown Blk 3 (KN),Kindergarten,1.28713355,103.8070005,BUKIT MERAH
PCF SPARKLETOTS PRESCHOOL @ RADIN MAS BLK 18 (DS),Kindergarten,1.277909842,103.8225359,BUKIT MERAH
PCF Sparkletots Preschool @ Radin Mas Blk 70A (KN),Kindergarten,1.287006586,103.8169125,BUKIT MERAH
PCF Sparkletots Preschool @ Sembawang Central Blk 309 (KN),Kindergarten,1.446757336,103.8215624,SEMBAWANG
PCF Sparkletots Preschool @ Sembawang West Blk 730 (KN),Kindergarten,1.442509437,103.7977039,WOODLANDS
PCF Sparkletots Preschool @ Sembawang West Blk 789 (KN),Kindergarten,1.443334832,103.8023784,WOODLANDS
PCF Sparkletots Preschool @ Sengkang East Blk 143 (KN),Kindergarten,1.390065934,103.9057234,SENGKANG
PCF Sparkletots Preschool @ Sengkang East Blk 187B (KN),Kindergarten,1.394297908,103.9058476,SENGKANG
PCF Sparkletots Preschool @ Sengkang North Blk 231 (DS),Kindergarten,1.389143796,103.9013535,SENGKANG
PCF Sparkletots Preschool @ Sengkang North Blk 292B (KN),Kindergarten,1.395398588,103.898745,SENGKANG
PCF Sparkletots Preschool @ Sengkang West Blk 330A (DS),Kindergarten,1.396627228,103.8898654,SENGKANG
PCF Sparkletots Preschool @ Serangoon Blk 125 (KN),Kindergarten,1.366450625,103.8721108,SERANGOON
PCF Sparkletots Preschool @ Serangoon Blk 226 (KN),Kindergarten,1.356822049,103.8708558,SERANGOON
PCF Sparkletots Preschool @ Siglap Blk 170 (KN),Kindergarten,1.320720099,103.9461111,BEDOK
PCF Sparkletots Preschool @ Taman Jurong Blk 352 (DS),Kindergarten,1.339365783,103.7201844,JURONG WEST
PCF Sparkletots Preschool @ Tampines Central Blk 725 (DS),Kindergarten,1.356984502,103.9353345,TAMPINES
PCF Sparkletots Preschool @ Tampines Central Blk 856 (KN),Kindergarten,1.353443239,103.9365576,TAMPINES
PCF Sparkletots Preschool @ Tampines Central Blk 868A (KN),Kindergarten,1.354776159,103.9339796,TAMPINES
PCF Sparkletots Preschool @ Tampines East Blk 261 (KN),Kindergarten,1.354303483,103.9509655,TAMPINES
PCF Sparkletots Preschool @ Tampines East Blk 262 (DS),Kindergarten,1.353756637,103.9509704,TAMPINES
PCF Sparkletots Preschool @ Tampines North Blk 483 (KN),Kindergarten,1.361433396,103.9526859,TAMPINES
PCF Sparkletots Preschool @ Tampines West Blk 140 (DS),Kindergarten,1.347557792,103.9438148,TAMPINES
PCF Sparkletots Preschool @ Tampines-Changkat Blk 284 (KN),Kindergarten,1.34910384,103.9526282,TAMPINES
PCF Sparkletots Preschool @ Tampines-Changkat Blk 318 (KN),Kindergarten,1.351460939,103.9560749,TAMPINES
PCF Sparkletots Preschool @ Tampines-Changkat Blk 358 (KN),Kindergarten,1.354474469,103.9610042,TAMPINES
PCF Sparkletots Preschool @ Tanjong Pagar-Tiong Bahru Blk 130 (KN),Kindergarten,1.280412542,103.8292712,BUKIT MERAH
PCF Sparkletots Preschool @ Tanjong Pagar-Tiong Bahru Blk 1E (KN),Kindergarten,1.276621675,103.8411561,OUTRAM
PCF Sparkletots Preschool @ Teck Ghee Blk 235 (KN),Kindergarten,1.366823603,103.8364912,ANG MO KIO
PCF Sparkletots Preschool @ Teck Ghee Blk 301 (DS),Kindergarten,1.367421107,103.8459036,ANG MO KIO
PCF Sparkletots Preschool @ Teck Ghee Blk 466 (KN),Kindergarten,1.365819605,103.8570616,ANG MO KIO
PCF Sparkletots Preschool @ Telok Blangah Blk 2 (KN),Kindergarten,1.30310745,103.7829008,QUEENSTOWN
PCF Sparkletots Preschool @ Telok Blangah Blk 78A (DS),Kindergarten,1.273382513,103.8089348,BUKIT MERAH
PCF Sparkletots Preschool @ Toa Payoh Central Blk 157 (KN),Kindergarten,1.33220626,103.8454529,TOA PAYOH
Little Shepherds' Schoolhouse@Blessed Sacrament Church,Kindergarten,1.295803637,103.7988024,QUEENSTOWN
Little Shepherds' Schoolhouse@Church of St Francis of Assisi (BL),Kindergarten,1.347901738,103.7109844,JURONG WEST
Little Shepherds' Schoolhouse@Church of St Francis Xavier,Kindergarten,1.358649496,103.86353,SERANGOON
Little Shepherds' Schoolhouse@Church of the Holy Family,Kindergarten,1.30680767,103.9069247,MARINE PARADE
Little Shepherds' Schoolhouse@Church of the Holy Trinity,Kindergarten,1.348841449,103.9493353,TAMPINES
Little Shepherds' Schoolhouse@Church of the Nativity,Kindergarten,1.374158598,103.8976849,HOUGANG
Little Shepherds' Schoolhouse@St Anneâ€™s Church,Kindergarten,1.391889387,103.9016755,SENGKANG
Little Shepherdsâ€™ Schoolhouse@Church of St Francis of Assisi-JW,Kindergarten,1.351353674,103.7163918,JURONG WEST
Little Skittles International Preschool,Kindergarten,1.29847422,103.8890753,MARINE PARADE
Little Woods Montessori Preschool,Kindergarten,1.318880172,103.8384186,NOVENA
LittleSparks Montessori Kindergarten,Kindergarten,1.315656245,103.9192457,BEDOK
Living Sanctuary Kindergarten,Kindergarten,1.355987836,103.8914006,HOUGANG
Lodestar Montessori Preschool Pte. Ltd.,Kindergarten,1.360619534,103.8904114,HOUGANG
Lumiere Montessori House,Kindergarten,1.347153349,103.8698239,SERANGOON
Mahad Al-Nasry @ Sengkang kindergarten,Kindergarten,1.391710009,103.9011211,SENGKANG
Maplebear Gracefields Pte Ltd,Kindergarten,1.300589374,103.8244787,RIVER VALLEY
Maris Stella Kindergarten,Kindergarten,1.308859621,103.8083085,TANGLIN
Masterminds Montessori Kindergarten,Kindergarten,1.324085293,103.7967756,BUKIT TIMAH
MFC Kindergarten (Broadrick Road),Kindergarten,1.299792104,103.8906723,MARINE PARADE
MFC Kindergarten (Newton),Kindergarten,1.317987401,103.8412981,NOVENA
Milagros de Montessori School - Queens Close,Kindergarten,1.293272638,103.7999147,QUEENSTOWN
Modern Montessori Kindergarten,Kindergarten,1.311416032,103.9292901,BEDOK
Monte Kidz World (Pasir Ris),Kindergarten,1.378607178,103.9419164,PASIR RIS
Montessori Children's House Kindergarten,Kindergarten,1.33216946,103.7907145,BUKIT TIMAH
Morning Glory Preschool,Kindergarten,1.352819981,103.7260349,JURONG WEST
Muhammadiyah Kindergarten,Kindergarten,1.323034291,103.9154424,BEDOK
Mujahidin Mosque Kindergarten,Kindergarten,1.298149708,103.8008664,QUEENSTOWN
MY FIRST SKOOL (DS),Kindergarten,1.443921182,103.7960316,WOODLANDS
Holy Grace Kindergarten,Kindergarten,1.314089138,103.9394824,BEDOK
Hope Community Kindergarten (Choa Chu Kang),Kindergarten,1.377767713,103.7402534,CHOA CHU KANG
Hope Community Kindergarten (Sembawang),Kindergarten,1.454755083,103.814546,SEMBAWANG
Hope Community Kindergarten (Tampines),Kindergarten,1.361403928,103.9521535,TAMPINES
House on the Hill Montessori Pre-School,Kindergarten,1.29153714,103.7711291,QUEENSTOWN
Ichiban Nurtureland Kindergarten (Choa Chu Kang),Kindergarten,1.377293001,103.7457569,CHOA CHU KANG
Idealkidz,Kindergarten,1.444772736,103.8127405,SEMBAWANG
Iman Kindergarten (CCK),Kindergarten,1.392626919,103.7417988,CHOA CHU KANG
Iman Kindergarten (Tenagaville),Kindergarten,1.332192424,103.9073635,BEDOK
Iman Kindergarten (Yishun),Kindergarten,1.425763364,103.8365391,YISHUN
Iroha Kindergarten,Kindergarten,1.308027393,103.880481,GEYLANG
Jamiyah Kindergarten,Kindergarten,1.310379178,103.8787823,GEYLANG
Jenius Kindergarten (Hougang),Kindergarten,1.377570287,103.8835662,HOUGANG
Jessin Kindergarten,Kindergarten,1.336285354,103.8484286,TOA PAYOH
Josiah Montessori Kindergarten,Kindergarten,1.354369812,103.9599065,TAMPINES
Joyful Jenius Preschool,Kindergarten,1.373683921,103.871417,SERANGOON
Jurong Calvary Kindergarten,Kindergarten,1.333190327,103.7234911,JURONG WEST
Kampung Siglap Mosque Kindergarten,Kindergarten,1.309855319,103.9275551,BEDOK
Kay Poh Road Baptist Kindergarten,Kindergarten,1.29661103,103.8290948,TANGLIN
Khalsa Kindergarten,Kindergarten,1.314290905,103.858317,KALLANG
Kim Keat Christian Church Kindergarten,Kindergarten,1.324418779,103.8658995,KALLANG
Kizroo Kindergarten,Kindergarten,1.338994627,103.7931338,BUKIT TIMAH
Little Hands Montessori Kindergarten,Kindergarten,1.301528755,103.8290901,RIVER VALLEY
Little Leader Kindergarten,Kindergarten,1.430618289,103.828763,YISHUN
Little Moppets Preschool @ Tampines Pte Ltd,Kindergarten,1.35825225,103.9583674,TAMPINES
Little Oaks Montessori Kindergarten,Kindergarten,1.319736948,103.8118465,TANGLIN
Little Ones Kindergarten,Kindergarten,1.313966233,103.7799975,BUKIT TIMAH
Little Seeds Preshool @ PPHBC,Kindergarten,1.280352468,103.7857364,QUEENSTOWN
My Montessori Preschool @ Bullion,Kindergarten,1.391598645,103.8366231,ANG MO KIO
My Prep School,Kindergarten,1.307386254,103.92526,BEDOK
3House Kindergarten (Tampines),Kindergarten,1.349225002,103.9311192,TAMPINES
ACES Montessori Kidz Kindergarten,Kindergarten,1.368587029,103.959198,PASIR RIS
Adventure Tree Preschool,Kindergarten,1.298514224,103.8948214,MARINE PARADE
Agape Montessori House Kindergarten,Kindergarten,1.378379638,103.8321834,ANG MO KIO
Al - Amin Preschool (Pasir Ris),Kindergarten,1.372769055,103.9465105,PASIR RIS
Al - Ansar Mosque Kindergarten,Kindergarten,1.326989618,103.9263539,BEDOK
Al - Iman Mosque Kindergarten,Kindergarten,1.378140883,103.7727329,BUKIT PANJANG
Al - Istighfar Mosque Kindergarten,Kindergarten,1.370997803,103.9641104,PASIR RIS
Al - Istiqamah Mosque Kindergarten,Kindergarten,1.3692017,103.8756266,SERANGOON
Al - Khair Mosque Kindergarten,Kindergarten,1.382612851,103.7499371,CHOA CHU KANG
Al - Mukminin Mosque Kindergarten,Kindergarten,1.339216436,103.7414219,JURONG EAST
Al - Muttaqin Mosque Kindergarten,Kindergarten,1.370521797,103.8459048,ANG MO KIO
Al-Amin Preschool,Kindergarten,1.363008236,103.9535476,TAMPINES
Al-Nasry @ Jurong West Kindergarten,Kindergarten,1.347293361,103.6991937,JURONG WEST
Al-Nasry @ Sengkang South,Kindergarten,1.378803331,103.8903736,HOUGANG
An - Nur Mosque Kindergarten,Kindergarten,1.440727628,103.7718775,WOODLANDS
Ang Mo Kio Methodist Church Kindergarten,Kindergarten,1.367111993,103.8353336,ANG MO KIO
Ar - Raudhah Mosque Kindergarten,Kindergarten,1.35166029,103.7560019,BUKIT BATOK
Assyakirin Mosque Kindergarten,Kindergarten,1.335448397,103.7195662,JURONG WEST
Banyan Tree Education @ AMK PTE. LTD.,Kindergarten,1.377923452,103.8753898,SERANGOON
Barker Road Methodist Church Kindergarten,Kindergarten,1.319182214,103.8344895,NOVENA
Bedok Methodist Preschool,Kindergarten,1.323755942,103.9539452,BEDOK
Bello Bambini Montessori Pte Ltd,Kindergarten,1.348843359,103.8409075,BISHAN
Bethany Kindergarten,Kindergarten,1.344255575,103.8818616,SERANGOON
Bethel Kinderlites,Kindergarten,1.321766429,103.8866728,GEYLANG
Bethesda (Ang Mo Kio) Kindergarten,Kindergarten,1.37468314,103.837307,ANG MO KIO
